-20 -20 9.202286696647782e-120
-20 -19 1.0163073179358316e-110
-20 -18 3.084770976379617e-102
-20 -17 2.5732938357692325e-94
-20 -16 5.899625083177325e-87
-20 -15 3.717303557949771e-80
-20 -14 6.43724771145117e-74
-20 -13 3.0636630299348864e-68
-20 -12 4.007286103775051e-63
-20 -11 1.4405498285593333e-58
-20 -10 1.4232290510634797e-54
-20 -9 3.864469598883996e-51
-20 -8 2.883855996873828e-48
-20 -7 5.9146060873459005e-46
-20 -6 3.333854651188356e-44
-20 -5 5.164592705316884e-43
-20 -4 2.198842251872685e-42
-20 -3 2.572886628025416e-42
-20 -2 8.274005519806888e-43
-20 -1 7.312730070807309e-44
-20 0 1.7762817746268146e-45
-20 1 1.1858035790645798e-47
-20 2 2.175615949885181e-50
-20 3 1.0970345146933843e-53
-20 4 1.520291716138257e-57
-20 5 5.790314418750867e-62
-20 6 6.061023179547447e-67
-20 7 1.7436460211655622e-72
-20 8 1.3786031976492942e-78
-20 9 2.995634475674923e-85
-20 10 1.788985987306316e-92
-20 11 2.9362541109428394e-100
-20 12 1.3244907115024742e-108
-20 13 1.6419985767365732e-117
-20 14 5.594550725021071e-127
-20 15 5.238732651374059e-137
-20 16 1.3482046961457143e-147
-20 17 9.53573153652462e-159
-20 18 1.8536202957759807e-170
-20 19 9.90275687076736e-183
-20 20 1.453985371866131e-195
-19 -20 1.0003698060019233e-113
-19 -19 9.782591406706508e-105
-19 -18 2.6291528442409996e-96
-19 -17 1.9419870710130088e-88
-19 -16 3.9422613693662545e-81
-19 -15 2.199444839489552e-74
-19 -14 3.372479474496906e-68
-19 -13 1.4211965215427375e-62
-19 -12 1.6459913051625433e-57
-19 -11 5.239254774518116e-53
-19 -10 4.583318934862178e-49
-19 -9 1.1019432287631479e-45
-19 -8 7.281266758088023e-43
-19 -7 1.3222794367256526e-40
-19 -6 6.59945582504121e-39
-19 -5 9.052355236729382e-38
-19 -4 3.4125862048631815e-37
-19 -3 3.535690596402069e-37
-19 -2 1.0067773960332277e-37
-19 -1 7.87882109998911e-39
-19 0 1.6945625433307925e-40
-19 1 1.0016651082167577e-42
-19 2 1.6272567043072003e-45
-19 3 7.265377310603686e-49
-19 4 8.915154158502636e-53
-19 5 3.0065478590612166e-57
-19 6 2.7866085533635058e-62
-19 7 7.09826796690121e-68
-19 8 4.96932493210206e-74
-19 9 9.561168678105367e-81
-19 10 5.055837947153605e-88
-19 11 7.347572677912898e-96
-19 12 2.934696648491919e-104
-19 13 3.2214479729818375e-113
-19 14 9.718687274018638e-123
-19 15 8.058100393134485e-133
-19 16 1.8362267933069893e-143
-19 17 1.1499753906594224e-154
-19 18 1.9793352235662825e-166
-19 19 9.363080130709452e-179
-19 20 1.2172694069283564e-191
-18 -20 4.763005860322513e-108
-18 -19 4.124188451125155e-99
-18 -18 9.81441612540222e-91
-18 -17 6.418876415308491e-83
-18 -16 1.1537776997253162e-75
-18 -15 5.699724277529329e-69
-18 -14 7.738452732057119e-63
-18 -13 2.8875067042144866e-57
-18 -12 2.9611502791184974e-52
-18 -11 8.345771231344213e-48
-18 -10 6.464591451525903e-44
-18 -9 1.3762086126125203e-40
-18 -8 8.051856743926584e-38
-18 -7 1.294721582788546e-35
-18 -6 5.721703068916389e-34
-18 -5 6.949328229669982e-33
-18 -4 2.3196844622338878e-32
-18 -3 2.128058598079972e-32
-18 -2 5.365458395982799e-33
-18 -1 3.7179081896047473e-34
-18 0 7.080420822854618e-36
-18 1 3.705851909656992e-38
-18 2 5.330717040229119e-41
-18 3 2.1074233152150522e-44
-18 4 2.2897417918104687e-48
-18 5 6.83738163889789e-53
-18 6 5.6112770515581265e-58
-18 7 1.2656166599849314e-63
-18 8 7.845330325463046e-70
-18 9 1.3365612490682402e-76
-18 10 6.2579930568794695e-84
-18 11 8.052854803901521e-92
-18 12 2.8479557720976604e-100
-18 13 2.7681217812527283e-109
-18 14 7.394447416201998e-119
-18 15 5.4286874371619306e-129
-18 16 1.095349035170492e-139
-18 17 6.074056157998444e-151
-18 18 9.257072305349655e-163
-18 19 3.8773686020905524e-175
-18 20 4.463433848820886e-188
-17 -20 9.932472746706062e-103
-17 -19 7.615156173027421e-94
-17 -18 1.6046075333809922e-85
-17 -17 9.292389800905608e-78
-17 -16 1.4789537479955814e-70
-17 -15 6.46919653642602e-64
-17 -14 7.777046194196024e-58
-17 -13 2.56949390599423e-52
-17 -12 2.333184516164341e-47
-17 -11 5.822629541200187e-43
-17 -10 3.993537928202824e-39
-17 -9 7.527747575260443e-36
-17 -8 3.8997867739398524e-33
-17 -7 5.552457673895287e-31
-17 -6 2.1726923309064467e-29
-17 -5 2.336575326541055e-28
-17 -4 6.906053231408142e-28
-17 -3 5.6098162598096665e-28
-17 -2 1.252379449074096e-28
-17 -1 7.68407876991066e-30
-17 0 1.2957352212846737e-31
-17 1 6.004948681422154e-34
-17 2 7.648405701674472e-37
-17 3 2.6773251219027962e-40
-17 4 2.575727351835494e-44
-17 5 6.810315732936292e-49
-17 6 4.9488373887689283e-54
-17 7 9.883430236292279e-60
-17 8 5.424763366219086e-66
-17 9 8.183187010592296e-73
-17 10 3.392600596427287e-80
-17 11 3.8655524656537986e-88
-17 12 1.2104838245026185e-96
-17 13 1.0417775369902419e-105
-17 14 2.4641070285509725e-115
-17 15 1.6018163649785003e-125
-17 16 2.861768278183078e-136
-17 17 1.4051567843003306e-147
-17 18 1.8961979991506612e-159
-17 19 7.032523040027652e-172
-17 20 7.169115195809454e-185
-16 -20 9.071714495991502e-98
-16 -19 6.158498675074197e-89
-16 -18 1.1490235003090868e-80
-16 -17 5.891848216224723e-73
-16 -16 8.303147814113905e-66
-16 -15 3.2159002450906853e-59
-16 -14 3.423189555333027e-53
-16 -13 1.0014468576814621e-47
-16 -12 8.051808701080221e-43
-16 -11 1.7792114645163226e-38
-16 -10 1.0805136774992423e-34
-16 -9 1.8034393822366997e-31
-16 -8 8.272588272996864e-29
-16 -7 1.042917250364813e-26
-16 -6 3.6134901241154047e-25
-16 -5 3.4409033448397096e-24
-16 -4 9.005060915012963e-24
-16 -3 6.476933180809e-24
-16 -2 1.280326570910877e-24
-16 -1 6.955697407489755e-26
-16 0 1.0385542397142302e-27
-16 1 4.261733275362267e-30
-16 2 4.806311653918124e-33
-16 3 1.489725223189433e-36
-16 4 1.2690215411251458e-40
-16 5 2.970984577668303e-45
-16 6 1.9116147851163377e-50
-16 7 3.3804066275468897e-56
-16 8 1.642880929414182e-62
-16 9 2.1943798787877068e-69
-16 10 8.055381561898566e-77
