-20 -20 6.663105007231351e-92
-20 -19 2.427547324337254e-85
-20 -18 3.247092825031674e-79
-20 -17 1.5946216433627897e-73
-20 -16 2.8751238421323183e-68
-20 -15 1.9032305893759285e-63
-20 -14 4.625537580349587e-59
-20 -13 4.127327866195285e-55
-20 -12 1.3521089173069023e-51
-20 -11 1.6262613318462023e-48
-20 -10 7.18133102194095e-46
-20 -9 1.1642748265844744e-43
-20 -8 6.930140195360905e-42
-20 -7 1.5144832858808364e-40
-20 -6 1.2151304401744401e-39
-20 -5 3.5794579728666644e-39
-20 -4 3.8712176234538665e-39
-20 -3 1.537141529312031e-39
-20 -2 2.24086698182567e-40
-20 -1 1.19937295140791e-41
-20 0 2.356830633826988e-43
-20 1 1.7003504865415628e-45
-20 2 4.5038557971987654e-48
-20 3 4.3799227960485265e-51
-20 4 1.5638114373416947e-54
-20 5 2.0499263894418464e-58
-20 6 9.86570440142776e-63
-20 7 1.7432267551535922e-67
-20 8 1.1308776428086343e-72
-20 9 2.6934772086668304e-78
-20 10 2.3553038567527616e-84
-20 11 7.561649323815242e-91
-20 12 8.91296238741577e-98
-20 13 3.8571236916699325e-105
-20 14 6.128314008591175e-113
-20 15 3.574821861860538e-121
-20 16 7.65603220815296e-130
-20 17 6.019896850795073e-139
-20 18 1.7378420408790458e-148
-20 19 1.8419061587235232e-158
-20 20 7.167383659531364e-169
-19 -20 6.979720493502537e-87
-19 -19 2.451358206582389e-80
-19 -18 3.1609052294532292e-74
-19 -17 1.4964152445045568e-68
-19 -16 2.6009303602313435e-63
-19 -15 1.65974464389742e-58
-19 -14 3.8885687250616687e-54
-19 -13 3.3448314142395565e-50
-19 -12 1.0563179000862814e-46
-19 -11 1.2247600070162205e-43
-19 -10 5.213667194605589e-41
-19 -9 8.148385464379128e-39
-19 -8 4.675583064312957e-37
-19 -7 9.849993406513293e-36
-19 -6 7.618545297833837e-35
-19 -5 2.1634363368560437e-34
-19 -4 2.2555483283230993e-34
-19 -3 8.633683132221521e-35
-19 -2 1.2133218687555004e-35
-19 -1 6.2602531677939936e-37
-19 0 1.185888122641377e-38
-19 1 8.24767413164492e-41
-19 2 2.105984735455553e-43
-19 3 1.974307957439761e-46
-19 4 6.7953295642895195e-50
-19 5 8.587012676156913e-54
-19 6 3.983911067469441e-58
-19 7 6.785988474214908e-63
-19 8 4.243776969570933e-68
-19 9 9.743790483714492e-74
-19 10 8.213708268829303e-80
-19 11 2.5420644771447623e-86
-19 12 2.888482903682907e-93
-19 13 1.2050053978232058e-100
-19 14 1.8456278489254675e-108
-19 15 1.0378515265303619e-116
-19 16 2.142704460062205e-125
-19 17 1.6241467602665005e-134
-19 18 4.5198520395977706e-144
-19 19 4.6180551757006244e-154
-19 20 1.7323273746000156e-164
-18 -20 3.435947565728684e-82
-18 -19 1.163303332704772e-75
-18 -18 1.446023557881334e-69
-18 -17 6.59923685093754e-64
-18 -16 1.1057272549259678e-58
-18 -15 6.802025642714812e-54
-18 -14 1.5362590930512349e-49
-18 -13 1.2738744277852903e-45
-18 -12 3.878151081842151e-42
-18 -11 4.3346973452446654e-39
-18 -10 1.7788068248426352e-36
-18 -9 2.67999970185118e-34
-18 -8 1.482438398859309e-32
-18 -7 3.010610120497607e-31
-18 -6 2.244751808303693e-30
-18 -5 6.144946333401118e-30
-18 -4 6.175950550124349e-30
-18 -3 2.278901095016822e-30
-18 -2 3.087330302201114e-31
-18 -1 1.5355949153699368e-32
-18 0 2.804181931837314e-34
-18 1 1.8800597829709978e-36
-18 2 4.627784034322483e-39
-18 3 4.182254517393728e-42
-18 4 1.3876622880914006e-45
-18 5 1.6904139346680328e-49
-18 6 7.560287200076053e-54
-18 7 1.241422106794919e-58
-18 8 7.484048743132262e-64
-18 9 1.656493329097911e-69
-18 10 1.3461043464764858e-75
-18 11 4.016092557254518e-82
-18 12 4.3991082748894574e-89
-18 13 1.7691373070409924e-96
-18 14 2.6121275625359072e-104
-18 15 1.415999741537805e-112
-18 16 2.81817473933891e-121
-18 17 2.0592478105722604e-130
-18 18 5.524401816829441e-140
-18 19 5.441239690883775e-150
-18 20 1.967643461177926e-160
-17 -20 7.948810550940844e-78
-17 -19 2.5943364022815954e-71
-17 -18 3.108754193130305e-65
-17 -17 1.3676734934588763e-59
-17 -16 2.20909517677079e-54
-17 -15 1.3100334237319874e-49
-17 -14 2.8522413809343325e-45
-17 -13 2.2799542267752085e-41
-17 -12 6.691167951705235e-38
-17 -11 7.209641757344201e-35
-17 -10 2.852077951395814e-32
-17 -9 4.1423333793659936e-30
-17 -8 2.208842027746031e-28
-17 -7 4.324343825151521e-27
-17 -6 3.1082198416312345e-26
-17 -5 8.20236689030454e-26
-17 -4 7.946988883530759e-26
-17 -3 2.826844837193137e-26
-17 -2 3.691792542249844e-27
-17 -1 1.7701438338164614e-28
-17 0 3.116131499305442e-30
-17 1 2.0139975951636438e-32
-17 2 4.779011441543239e-35
-17 3 4.1634479949083294e-38
-17 4 1.3316931620648256e-41
-17 5 1.5638357842501193e-45
-17 6 6.742393183052845e-50
-17 7 1.0672666885645923e-54
-17 8 6.20251446144724e-60
-17 9 1.3234226645513648e-65
-17 10 1.036729130756145e-71
-17 11 2.9817277492835583e-78
-17 12 3.14852121335556e-85
-17 13 1.2206220521421371e-92
-17 14 1.7373677324797684e-100
-17 15 9.0790047249442e-109
-17 16 1.7418898333595732e-117
-17 17 1.2269845043927582e-126
-17 18 3.173170609527376e-136
-17 19 3.012893077673151e-146
-17 20 1.0502917822487323e-156
-16 -20 8.641813456260198e-74
-16 -19 2.718984482630652e-67
-16 -18 3.140830663228911e-61
-16 -17 1.3320430678291598e-55
-16 -16 2.0740917435842392e-50
-16 -15 1.1856966969466337e-45
-16 -14 2.4886006417543993e-41
-16 -13 1.9176650754188035e-37
