-20 -20 1.5514961805739911e-56
-20 -19 5.016526695088255e-50
-20 -18 5.79719293928825e-44
-20 -17 2.3943883544928906e-38
-20 -16 3.5345460041330904e-33
-20 -15 1.864811315320681e-28
-20 -14 3.5164007410860075e-24
-20 -13 2.3698673635293436e-20
-20 -12 5.708367533883258e-17
-20 -11 4.914304070898258e-14
-20 -10 1.5120784789077196e-11
-20 -9 1.662833822899806e-09
-20 -8 6.535601702596246e-08
-20 -7 9.180884310856751e-07
-20 -6 4.6094134263915084e-06
-20 -5 8.271209482851814e-06
-20 -4 5.304623782086462e-06
-20 -3 1.215912619509344e-06
-20 -2 9.9612159216445e-08
-20 -1 2.916691625347548e-09
-20 0 3.994821748823234e-11
-20 1 8.752563076298769e-10
-20 2 3.2051104242429724e-08
-20 3 4.6303231574891823e-07
-20 4 2.638660542504963e-06
-20 5 5.931433376361765e-06
-20 6 5.259442404238074e-06
-20 7 1.8396011125972111e-06
-20 8 2.538116408169222e-07
-20 9 1.381348698841017e-08
-20 10 2.9655074697227065e-10
-20 11 2.511300220454307e-12
-20 12 8.388844812836857e-15
-20 13 1.1053749008187026e-17
-20 14 5.745409006637312e-21
-20 15 1.1779753857369878e-24
-20 16 9.526983078239634e-29
-20 17 3.0393343958984388e-33
-20 18 3.824771452919141e-38
-20 19 1.89861280943803e-43
-20 20 3.7176734260625316e-49
-19 -20 3.4602121479161066e-56
-19 -19 1.1137710371377982e-49
-19 -18 1.2813014685259584e-43
-19 -17 5.268281077080398e-38
-19 -16 7.741921466497936e-33
-19 -15 4.066219282180393e-28
-19 -14 7.632996081844611e-24
-19 -13 5.121079212119428e-20
-19 -12 1.2279767880611517e-16
-19 -11 1.0524004660933402e-13
-19 -10 3.223547811146514e-11
-19 -9 3.5289817324449027e-09
-19 -8 1.3807877155906522e-07
-19 -7 1.930930440102034e-06
-19 -6 9.650916397410396e-06
-19 -5 1.7239818450131323e-05
-19 -4 1.1006748233666933e-05
-19 -3 2.511583303369727e-06
-19 -2 2.0483225790470263e-07
-19 -1 5.970605386904885e-09
-19 0 8.454665470207203e-11
-19 1 2.035129602753122e-09
-19 2 7.30913377692035e-08
-19 3 1.0356024845583353e-06
-19 4 5.787942015252817e-06
-19 5 1.2760249690024199e-05
-19 6 1.1096808382918407e-05
-19 7 3.8066321747770512e-06
-19 8 5.150953797893058e-07
-19 9 2.749402403122504e-08
-19 10 5.788857707074738e-10
-19 11 4.807854921724982e-12
-19 12 1.5751203666805058e-14
-19 13 2.0355419309282375e-17
-19 14 1.0376485226014296e-20
-19 15 2.0865288992021244e-24
-19 16 1.6550169633750624e-28
-19 17 5.178266621841495e-33
-19 18 6.391021512481907e-38
-19 19 3.1114302093374977e-43
-19 20 5.9752180968230175e-49
-18 -20 7.43234457060857e-56
-18 -19 2.3815505615332092e-49
-18 -18 2.7274449067332708e-43
-18 -17 1.1163859891632665e-37
-18 -16 1.6331834790639313e-32
-18 -15 8.539211862375225e-28
-18 -14 1.595742491299667e-23
-18 -13 1.0657860718580137e-19
-18 -12 2.544131067200094e-16
-18 -11 2.1705566858488428e-13
-18 -10 6.618582601157666e-11
-18 -9 7.213085239015202e-09
-18 -8 2.8095666916528417e-07
-18 -7 3.911288371193555e-06
-18 -6 1.9460882838151606e-05
-18 -5 3.460727861586143e-05
-18 -4 2.1995537073442443e-05
-18 -3 4.996477111002676e-06
-18 -2 4.0565370243834624e-07
-18 -1 1.177111212080204e-08
-18 0 1.7301204887901702e-10
-18 1 4.549450763388672e-09
-18 2 1.602499501586143e-07
-18 3 2.226814002489335e-06
-18 4 1.2206014982587153e-05
-18 5 2.6391724376683923e-05
-18 6 2.2509484460470473e-05
-18 7 7.572987550599245e-06
-18 8 1.005015709930992e-06
-18 9 5.26117043841468e-08
-18 10 1.0864151296806105e-09
-18 11 8.84938626663845e-12
-18 12 2.8433767773541645e-14
-18 13 3.603790908087541e-17
-18 14 1.8017256923699306e-20
-18 15 3.553216506661388e-24
-18 16 2.7641307572904003e-28
-18 17 8.482022284611546e-33
-18 18 1.026701385016764e-37
-18 19 4.902220025803704e-43
-18 20 9.23305376947753e-49
-17 -20 1.5375173972611045e-55
-17 -19 4.90450053080484e-49
-17 -18 5.591543954893441e-43
-17 -17 2.2784049244601215e-37
-17 -16 3.318121526806018e-32
-17 -15 1.7270936031354245e-27
-17 -14 3.212933029648713e-23
-17 -13 2.1362382199550166e-19
-17 -12 5.076447493667072e-16
-17 -11 4.3115390743938976e-13
-17 -10 1.3087809476054927e-10
-17 -9 1.419919789742728e-08
-17 -8 5.505830915558557e-07
-17 -7 7.630344356776938e-06
-17 -6 3.779441401129067e-05
-17 -5 6.690726914622004e-05
-17 -4 4.233321014923844e-05
-17 -3 9.573071679661341e-06
-17 -2 7.737196551769441e-07
-17 -1 2.2350535143931538e-08
-17 0 3.4237123097457073e-10
-17 1 9.777679469947247e-09
-17 2 3.37783921903694e-07
-17 3 4.603454783059902e-06
-17 4 2.4747578134375204e-05
-17 5 5.247898655851006e-05
-17 6 4.389773255532416e-05
-17 7 1.4484471380920695e-05
-17 8 1.885242079530569e-06
-17 9 9.67911194631405e-08
-17 10 1.9602335315549153e-09
-17 11 1.565972128469643e-11
-17 12 4.9347386340911626e-14
-17 13 6.1340624880793e-17
-17 14 3.007711313331641e-20
-17 15 5.817387803264444e-24
-17 16 4.4383729831694325e-28
-17 17 1.3357447892832452e-32
-17 18 1.5857221574493485e-37
-17 19 7.42565236648306e-43
-17 20 1.3716586480823726e-48
-16 -20 3.0632704040876652e-55
-16 -19 9.727491479491198e-49
-16 -18 1.1040242001788961e-42
-16 -17 4.478355208549783e-37
-16 -16 6.492630561659618e-32
-16 -15 3.364225172350862e-27
-16 -14 6.230338320997477e-23
-16 -13 4.1238267828628864e-19
-16 -12 9.755542144047357e-16
-16 -11 8.248303146170419e-13
-16 -10 2.492527902144037e-10
-16 -9 2.692016102614903e-08
-16 -8 1.0391481962705818e-06
-16 -7 1.4336380959201965e-05
-16 -6 7.069094507361324e-05
-16 -5 0.00012458055255275223
-16 -4 7.846914630446836e-05
-16 -3 1.7664844258791558e-05
-16 -2 1.4212906812696532e-06
-16 -1 4.087235750585078e-08
-16 0 6.552404232578286e-10
-16 1 2.0203305400965985e-08
-16 2 6.845246989370645e-07
-16 3 9.14940596958593e-06
-16 4 4.8239254534568515e-05
-16 5 0.0001003256981442611
-16 6 8.230528184585454e-05
-16 7 2.6634658662499677e-05
-16 8 3.399933929557747e-06
